,index,Institution,State,Location,Type,Enrollment,Accreditation,Public/Private,Endowment,Athletics,Founded,Closed,Control
2458,2740,Yankton College,South Dakota,Yankton,,,,,,,1871,1984,Private
2459,2761,American Baptist College,Tennessee,Nashville,Baccalaureate college,57.0,,,,,1924,,Private
2460,2762,Aquinas College,Tennessee,Nashville,,,,,,,1961,,Private
2461,2763,Austin Peay State University,Tennessee,Clarksville,Master's university,9609.0,,,,,1927,,Public
2462,2764,Baptist Health Sciences University,Tennessee,Memphis,Special-focus institution,935.0,,,,,1912,,Private
2463,2765,Belmont University,Tennessee,Nashville,Doctoral/Professional university,8696.0,,,,,1890,,Private
2464,2766,Bethel University,Tennessee,McKenzie,Master's university,4011.0,,,,,1871,,Private
2465,2767,Bryan College,Tennessee,Dayton,Baccalaureate college,1550.0,,,,,1930,,Private
2466,2768,Carson-Newman University,Tennessee,Jefferson City,Doctoral/Professional university,2835.0,,,,,1851,,Private
2467,2769,Christian Brothers University,Tennessee,Memphis,Master's university,1794.0,,,,,1871,,Private
2468,2770,Crown College,Tennessee,Powell,,,,,,,1991,,Private
2469,2771,Cumberland University,Tennessee,Lebanon,Master's university,2540.0,,,,,1842,,Private
2470,2772,East Tennessee State University,Tennessee,Johnson City,Research university,13303.0,,,,,1911,,Public
2471,2773,Fisk University,Tennessee,Nashville,Baccalaureate college,942.0,,,,,1866,,Private
2472,2774,Freed-Hardeman University,Tennessee,Henderson,Master's university,2320.0,,,,,1869,,Private
2473,2775,Harding School of Theology,Tennessee,Memphis,Special-focus institution,,,,,,1952,,Private
2474,2776,Johnson University,Tennessee,Knoxville,Master's university,942.0,,,,,1893,,Private
2475,2777,King University,Tennessee,Bristol,Master's university,1656.0,,,,,1867,,Private
2476,2778,Knoxville College,Tennessee,Knoxville,,,,,,,1875,,Private
2477,2779,Lane College,Tennessee,Jackson,Baccalaureate college,1047.0,,,,,1888,,Private
2478,2780,Lee University,Tennessee,Cleveland,Master's university,4505.0,,,,,1918,,Private
2479,2781,LeMoyne-Owen College,Tennessee,Memphis,,613.0,,,,,1862,,Private
2480,2782,Lincoln Memorial University,Tennessee,Harrogate,Doctoral/Professional university,5118.0,,,,,1897,,Private
2481,2783,Lipscomb University,Tennessee,Nashville,Doctoral/Professional university,4778.0,,,,,1891,,Private
2482,2784,Maryville College,Tennessee,Maryville,Baccalaureate college,1046.0,,,,,1819,,Private
2483,2785,Meharry Medical College,Tennessee,Nashville,Special-focus institution,964.0,,,,,1876,,Private
2484,2786,Memphis Theological Seminary,Tennessee,Cordova,Special-focus institution,221.0,,,,,1852,,Private
2485,2787,Mid-America Baptist Theological Seminary,Tennessee,Franklin,,,,,,,1971,,Private
2486,2788,Middle Tennessee State University,Tennessee,Murfreesboro,Research university,21568.0,,,,,1911,,Public
2487,2789,Mid-South Christian College,Tennessee,Memphis,Special-focus institution,17.0,,,,,1959,,Private
2488,2790,Milligan University,Tennessee,Carter County,Master's university,1162.0,,,,,1866,,Private
2489,2791,Nashville School of Law,Tennessee,Nashville,,,,,,,1911,,Private
2490,2792,New College Franklin,Tennessee,Nashville,,,,,,,2009,,Private
2491,2793,Oxford Graduate School,Tennessee,Dayton,,,,,,,1980,,Private
2492,2794,Pentecostal Theological Seminary,Tennessee,Cleveland,Special-focus institution,516.0,,,,,1975,,Private
2493,2795,Rhodes College,Tennessee,Memphis,Baccalaureate college,2073.0,,,,,1848,,Private
2494,2796,Sewanee: The University of the South,Tennessee,Sewanee,Baccalaureate college,1820.0,,,,,1857,,Private
2495,2797,South College,Tennessee,Knoxville,Doctoral/Professional university,5796.0,,,,,1882,,Private
2496,2798,Southern Adventist University,Tennessee,Collegedale,Master's university,2719.0,,,,,1892,,Private
2497,2799,Southern College of Optometry,Tennessee,Memphis,Special-focus institution,537.0,,,,,1932,,Private
2498,2800,Tennessee Bible College,Tennessee,Cookeville,,,,,,,1915,,Private
2499,2801,Tennessee State University,Tennessee,Nashville,Research university,8077.0,,,,,1912,,Public
2500,2802,Tennessee Technological University,Tennessee,Cookeville,Research university,9840.0,,,,,1915,,Public
2501,2803,Tennessee Wesleyan University,Tennessee,Athens,Baccalaureate college,1086.0,,,,,1857,,Private
2502,2804,Trevecca Nazarene University,Tennessee,Nashville,Doctoral/Professional university,3717.0,,,,,1901,,Private
2503,2805,Tusculum University,Tennessee,Tusculum,Master's university,1494.0,,,,,1794,,Private
2504,2806,Union University,Tennessee,Jackson,Doctoral/Professional university,2930.0,,,,,1823,,Private
2505,2807,University of Memphis,Tennessee,Memphis,Research university,21622.0,,,,,1912,,Public
2506,2808,University of Tennessee,Tennessee,Knoxville,Research university,31701.0,,,,,1794,,Public
2507,2809,University of Tennessee at Chattanooga,Tennessee,Chattanooga,Doctoral/Professional university,11457.0,,,,,1886,,Public
2508,2810,University of Tennessee Health Science Center,Tennessee,Memphis,Special-focus institution,3235.0,,,,,1911,,Public
2509,2811,University of Tennessee at Martin,Tennessee,Martin,Master's university,6712.0,,,,,1900,,Public
2510,2812,University of Tennessee Southern,Tennessee,Pulaski,Baccalaureate college,876.0,,,,,1870,,Public
2511,2813,Vanderbilt University,Tennessee,Nashville,Research university,13796.0,,,,,1873,,Private
2512,2814,Welch College,Tennessee,Gallatin,Baccalaureate college,335.0,,,,,1885,,Private
2513,2815,WGU Tennessee,Tennessee,Franklin,Master's university,,,,,,1996,,Private
2514,2816,Williamson College,Tennessee,Franklin,Special-focus institution,55.0,,,,,1997,,Private
2515,2817,Burritt College,Tennessee,Spencer,,,,,,,1848,1939,Private
2516,2818,Hiwassee College,Tennessee,Madisonville,Baccalaureate / Associates Colleges,,,,,,1849,2019,Private
2517,2819,Memphis College of Art,Tennessee,Memphis,Masters University,,,,,,1936,2020,Private
2518,2820,Lambuth University,Tennessee,Jackson,Research University,,,,,,1843,2011,Private
2519,2821,Morristown College,Tennessee,Morristown,Junior college,,,,,,1881,1989,Private
2520,2822,O'More College of Design,Tennessee,Franklin,Baccalaureate / Associates Colleges,,,,,,1969,2018,Private
2521,2823,Scarritt College,Tennessee,Nashville,Baccalaureate / Associates Colleges,,,,,,1892,1988,Private
2522,2824,Tennessee Temple University,Tennessee,Chattanooga,Doctoral University,,,,,,1946,2015,Private
2523,2825,Victory University,Tennessee,Memphis,,,,,,,1941,2014,Private
2524,2826,University of Houston,Texas,,Research,,,,770000.0,,1927,,
2525,2827,University of Houston–Clear Lake,Texas,,Master's,,,,770000.0,,1971,,
2526,2828,University of Houston–Downtown,Texas,,Baccalaureate–Diverse,,,,770000.0,,1974,,
2527,2829,University of Houston–Victoria,Texas,,Master's,,,,770000.0,,1971,,
2528,2830,University of North Texas,Texas,,R1 Very High Research Activity,"42,375",,,143400000.0,,1890,,
2529,2831,University of North Texas at Dallas,Texas,,,4230,,,,,2000,,
2530,2832,University of North Texas Health Science Center,Texas,,,2458,,,,,1970,,
2531,2833,University of Texas at Arlington,Texas,,R1 Very High Research Activity,37008,,,130000000.0,,1895,,
2532,2834,University of Texas at Austin,Texas,,R1 Very High Research Activity,51313,,,3270000000.0,,1883,,
2533,2835,University of Texas at Dallas,Texas,,R1 Very High Research Activity,24533,,,415000000.0,,1969,,
2534,2836,University of Texas at El Paso,Texas,,R1 Very High Research Activity,23397,,,153000000.0,,1913,,
2535,2837,University of Texas at San Antonio,Texas,,R1 Very High Research Activity,28628,,,133900000.0,,1969,,
2536,2838,University of Texas at Tyler,Texas,,Masters Large,8862,,,60000000.0,,1971,,
2537,2839,University of Texas Permian Basin,Texas,,Masters Medium,5560,,,17000000.0,,1973,,
2538,2840,University of Texas Rio Grande Valley,Texas,,Masters Large,"29,045",,,71500000.0,,2013,,
2539,2841,Texas A&M International University,Texas,,Doctoral/Research University,"6,853",,,,,1969,,
2540,2842,Texas A&M University,Texas,,Highest Research Activity,"49,861",,,5100000000.0,,1876,,
2541,2843,Texas A&M University–Commerce,Texas,,Doctoral/Research University,"12,321",,,13000000.0,,1889,,
2542,2844,Texas A&M University–Corpus Christi,Texas,,Doctoral/Research University,"10,169",,,,,1947,,
2543,2845,Texas A&M University–San Antonio,Texas,,,3500,,,,,2009,,
2544,2846,Texas A&M University–Kingsville,Texas,,Doctoral/Research University,6737,,,,,1925,,
2545,2847,Prairie View A&M University,Texas,,Masters Large,8608,,,34000000.0,,1876,,
2546,2848,Tarleton State University,Texas,,Masters Large,9462,,,,,1899,,
2547,2849,Texas A&M University–Texarkana,Texas,,Masters Large,1950,,,,,1971,,
2548,2850,West Texas A&M University,Texas,,Masters Large,"7,843",,,,,1910,,
2549,2851,Texas A&M University–Central Texas,Texas,,Masters Small,2173,,,,,2009,,
2550,2852,Lamar University,Texas,,Doctoral/Research University,"17,488",,,34000000.0,,1923,,
2551,2853,Sam Houston State University,Texas,,R2 High Research Activity,"21,679",,,130172000.0,,1879,,
2552,2854,Sul Ross State University,Texas,,Masters Large,"2,340",,,22692000.0,,1917,,
2553,2855,Texas State University,Texas,,R2 High Research Activity,"38,077",,,208400000.0,,1899,,
2554,2856,Angelo State University,Texas,,Masters Large,"10,775",,,113000000.0,,1928,,
2555,2857,Texas Tech University,Texas,,Very High Research Activity,"40,322",,,764000000.0,,1923,,
2556,2858,Midwestern State University,Texas,,Masters Medium,"5,860",,,91300000.0,,1922,,
2557,2859,Texas Tech University Health Sciences Center,Texas,,Special Focus,"5,274",,,267000000.0,,1969,,
2558,2860,Texas Tech University Health Sciences Center El Paso,Texas,,Special Focus,775,,,,,2013,,
2559,2861,Texas Woman's University,Texas,,Doctoral/Research University,14176,,,,,1901,,
2560,2862,Stephen F. Austin State University,Texas,,Masters Large,"12,954",,,18200000.0,,1923,,
2561,2863,Texas Southern University,Texas,,Doctoral/Research University,9646,,,,,1927,,
2562,2864,Abilene Christian University,Texas,,Master's Large,"5,334",,,530000000.0,,1906,,
2563,2865,Baylor University,Texas,,Higher Research Activity,20626,,,1700000000.0,,1845,,
2564,2866,Dallas Baptist University,Texas,,Moderate Research Activity,5445,,,32000000.0,,1898,,
2565,2867,Rice University,Texas,,Highest Research Activity,6623,,,5600000000.0,,1912,,
2566,2868,St. Edward's University,Texas,,Master's Large,4686,,,95000000.0,,1877,,
2567,2869,Southern Methodist University,Texas,,Higher Research Activity,11643,,,1500000000.0,,1911,,
2568,2870,Texas Christian University,Texas,,Higher Research Activity,10323,,,1700000000.0,,1873,,
2569,2871,University of the Incarnate Word,Texas,,Master's Large,9940,,,120000000.0,,1881,,
2570,2872,Houston Christian University,Texas,,,4120,,,90600000.0,,1960,,
2571,2883,Southern Utah University,Utah,Cedar City,Masters university,10196,,,,,1897,,Public
2572,2884,University of Utah,Utah,Salt Lake City,Research universities,32994,,,,,1850,,Public
2573,2885,Utah State University,Utah,Logan,Research universities,27932,,,,,1888,,Public
2574,2886,Utah Tech University,Utah,St. George,Masters university,9950,,,,,1911,,Public
2575,2887,Utah Valley University,Utah,Orem,Masters university,39931,,,,,1941,,Public
2576,2888,Weber State University,Utah,Ogden,Masters university,28247,,,,,1889,,Public
2577,2899,Brigham Young University,Utah,Provo,Research Universities,34499.0,,,,,1875,,Private
2578,2900,Broadview University,Utah,West Jordan,Baccalaureate / Associates Colleges,69.0,,,,,1977,,Private
2579,2901,Columbia College Utah,Utah,Murray,Baccalaureate / Associates Colleges,1276.0,,,,,1918,,Private
2580,2902,Eagle Gate College,Utah,Murray,Baccalaureate / Associates Colleges,205.0,,,,,1979,,Private
2581,2903,Ensign College,Utah,Salt Lake City,Faith-related institution,2200.0,,,,,1886,,Private
2582,2904,Fortis College,Utah,Millcreek,Baccalaureate / Associates Colleges,896.0,,,,,2008,,Private
2583,2905,Joyce University of Nursing and Health Sciences,Utah,Draper,Baccalaureate / Associates Colleges,723.0,,,,,1979,,Private
2584,2906,Mount Liberty College,Utah,Murray,,20.0,,,,,2019,,Private
2585,2907,Neumont College of Computer Science,Utah,Salt Lake City,,,,,,,2003,,Private
2586,2908,Provo College,Utah,Provo,Baccalaureate / Associates Colleges,446.0,,,,,1984,,Private
2587,2909,Rocky Mountain University of Health Professions,Utah,Provo,Doctoral university,775.0,,,,,1998,,Private
2588,2910,Rocky Vista University,Utah,Ivins,Doctoral university,1039.0,,,,,2006,,Private
2589,2911,Roseman University of Health Sciences,Utah,South Jordan,Doctoral university,,,,,,1999,,Private
2590,2912,Salt Lake Baptist College / Salt Lake Bible College,Utah,Taylorsville,Faith-related institution,,,,,,,,Private
2591,2913,Stevens-Henager College,Utah,Ogden,Baccalaureate / Associates Colleges,61.0,,,,,1891,,Private
2592,2914,University of Phoenix,Utah,Murray,Doctoral university,95777.0,,,,,1976,,Private
2593,2915,Webster University Utah,Utah,Hill Air Force Base,Masters university,28247.0,,,,,1915,,Private
2594,2916,Western Governors University,Utah,Millcreek,Masters university,121437.0,,,,,1996,,Private
2595,2917,Westminster College,Utah,Salt Lake City,Masters university,1266.0,,,,,1875,,Private
2596,2918,George Wythe University,Utah,Draper,unaccredited,,,,,,1992,,Private
2597,2919,Independence University,Utah,Salt Lake City,Masters university,,,,,,1978,,Private
2598,2920,ITT Technical Institute,Utah,Murray,Baccalaureate / Associates Colleges,,,,,,1969,,Private
2599,2921,Bennington College,Vermont,Bennington,Baccalaureate college,826,,,,,1932,,Private
2600,2922,Castleton University,Vermont,Castleton,Baccalaureate college,2399,,,,,1787,,Public
2601,2923,Champlain College,Vermont,Burlington,Master's university,4385,,,,,1878,,Private
2602,2924,Community College of Vermont,Vermont,12 locations,Associate's college,5104,,,,,1970,,Public
2603,2925,Goddard College,Vermont,Plainfield,Master's university,340,,,,,1938,,Private
2604,2926,Landmark College,Vermont,Putney,Baccalaureate/associate's college,540,,,,,1984,,Private
2605,2927,Middlebury College,Vermont,Middlebury,Baccalaureate college,2657,,,,,1800,,Private
2606,2928,Northern Vermont University,Vermont,Johnson & Lyndon,Master's university,2376,,,,,2018,,Public
2607,2929,Norwich University,Vermont,Northfield,Master's university,3933,,,,,1819,,Private
2608,2930,Saint Michael's College,Vermont,Colchester,Baccalaureate college,1875,,,,,1904,,Private
2609,2931,SIT Graduate Institute,Vermont,Brattleboro,Master's university,77,,,,,1965,,Private
2610,2932,Sterling College,Vermont,Craftsbury Common,Baccalaureate college,146,,,,,1958,,Private
2611,2933,University of Vermont,Vermont,Burlington,Research university,13548,,,,,1791,,Public
2612,2934,Vermont College of Fine Arts,Vermont,Montpelier,Art school,348,,,,,1831,,Private
2613,2935,Vermont Law School,Vermont,South Royalton,Law school,668,,,,,1972,,Private
2614,2936,Vermont Technical College,Vermont,Randolph Center,Baccalaureate/associate's college,1704,,,,,1866,,Public
2615,2937,Burlington College,Vermont,Burlington,Baccalaureate college,,,,,,1972,2016,Private
2616,2938,Castleton Medical College,Vermont,Castleton,Medical school,,,,,,1818,1862,Private
2617,2939,College of St. Joseph,Vermont,Rutland,Master's university,,,,,,1956,2019,Private
2618,2940,Green Mountain College,Vermont,Poultney,Baccalaureate college,,,,,,1834,2019,Private
2619,2941,Johnson State College,Vermont,Johnson,Baccalaureate college,,,,,,1828,2018,Public
2620,2942,Lyndon State College,Vermont,Lyndonville,Baccalaureate college,,,,,,1911,2018,Public
2621,2943,Mark Hopkins College,Vermont,Brattleboro,Uncategorized,,,,,,1964,1978,Private
2622,2944,Marlboro College,Vermont,Marlboro,Baccalaureate college,,,,,,1946,2020,Private
2623,2945,New England Culinary Institute,Vermont,Montpelier,Culinary school,,,,,,1980,2021,Private
2624,2946,Royalton College,Vermont,South Royalton,Uncategorized,,,,,,1966,1982?,Private
2625,2947,Southern Vermont College,Vermont,Bennington,Baccalaureate college,,,,,,1926,2019,Private
2626,2948,Trinity College of Vermont,Vermont,Burlington,Master's university,,,,,,1925,2001,Private
2627,2949,Vermont Medical College,Vermont,Woodstock,Medical school,,,,,,1827,1856,Private
2628,2950,Windham College,Vermont,Putney,Uncategorized,,,,,,1951,1978,Private
2629,2951,American National University,Virginia,Multiple,Masters University,1072,ACICS,,,,1886,,Private
2630,2952,Appalachian College of Pharmacy,Virginia,Oakwood,Special focus,225,ACPE,,,,2003,,Private
2631,2953,Appalachian School of Law,Virginia,Grundy,Special focus,313,ABA,,,,1994,,Private
2632,2954,Averett University,Virginia,Danville,Masters University,965,SACS,,,,1859,,Private
2633,2955,Bluefield University,Virginia,Bluefield,Baccalaureate college,1155,SACS,,,,1922,,Private
2634,2956,Blue Ridge Community College,Virginia,Weyers Cave,Baccalaureate / Associates Colleges,4099,SACS,,,,1967,,Public
2635,2957,Bridgewater College,Virginia,Bridgewater,Baccalaureate / Associates Colleges,1857,SACS,,,,1880,,Private
2636,2958,Central Virginia Community College,Virginia,Lynchburg,Baccalaureate / Associates Colleges,4047,SACS,,,,1966,,Public
2637,2959,Christendom College,Virginia,Front Royal,Uncategorized,493,SACS,,,,1977,,Private
2638,2960,Christopher Newport University,Virginia,Newport News,Masters University,4957,SACS,,,,1960,,Public
2639,2961,College of William and Mary,Virginia,Williamsburg,Research university,8817,SACS,,,,1693,,Public
2640,2962,Mountain Gateway Community College,Virginia,Clifton Forge,Junior college,1257,SACS,,,,1964,,Public
2641,2963,Danville Community College,Virginia,Danville,Junior college,3982,SACS,,,,1936,,Public
2642,2964,Divine Mercy University,Virginia,Sterling,Doctoral University,360,SACS,,,,1999,,Private
2643,2965,Eastern Mennonite University,Virginia,Harrisonburg,Baccalaureate college,1444,SACS,,,,1917,,Private
2644,2966,Eastern Shore Community College,Virginia,Melfa,Junior college,839,SACS,,,,1971,,Public
2645,2967,Eastern Virginia Medical School,Virginia,Norfolk,Doctoral University,790,SACS,,,,1973,,Private
2646,2968,ECPI University,Virginia,Multiple,Baccalaureate college,12764,SACS,,,,1966,,Private
2647,2969,Emory and Henry College,Virginia,Emory,Baccalaureate college,1246,SACS,,,,1836,,Private
2648,2970,Fairfax University of America,Virginia,Fairfax,Masters University,282,ACICS,,,,1998,,Private
2649,2971,Ferrum College,Virginia,Ferrum,Baccalaureate college,1124,SACS,,,,1913,,Private
2650,2972,George Mason University,Virginia,Fairfax,Research university,37316,SACS,,,,1957,,Public
2651,2973,George Washington University,Virginia,Multiple,Research university,28172,MSCHE,,,,1821,,Private
2652,2974,Germanna Community College,Virginia,Locust Grove,Junior college,7207,SACS,,,,1970,,Public
2653,2975,Hampden-Sydney College,Virginia,Hampden Sydney,Baccalaureate college,1072,SACS,,,,1775,,Private
2654,2976,Hampton University,Virginia,Hampton,Masters University,4321,SACS,,,,1868,,Private
2655,2977,Hollins University,Virginia,Roanoke,Baccalaureate college,805,SACS,,,,1842,,Private
2656,2978,Institute for the Psychological Sciences,Virginia,Arlington,Doctoral University,145,SACS,,,,1997,,Private
2657,2979,J. Sargeant Reynolds Community College,Virginia,Richmond,Baccalaureate / Associates Colleges,11861,SACS,,,,1972,,Public
2658,2980,James Madison University,Virginia,Harrisonburg,Masters University,21787,SACS,,,,1908,,Public
2659,2981,Jefferson College of Health Sciences,Virginia,Roanoke,Doctoral University,1128,SACS,,,,1982,,Private
2660,2982,Brightpoint Community College,Virginia,Chester,Baccalaureate / Associates Colleges,10144,SACS,,,,1967,,Public
2661,2983,Liberty University,Virginia,Lynchburg,Research university,79152,SACS,,,,1971,,Private
2662,2984,Longwood University,Virginia,Farmville,Masters University,4911,SACS,,,,1839,,Public
2663,2985,Laurel Ridge Community College,Virginia,Middletown,Baccalaureate / Associates Colleges,6996,SACS,,,,1970,,Public
2664,2986,University of Lynchburg,Virginia,Lynchburg,Masters University,3081,SACS,,,,1903,,Private
2665,2987,Marine Corps University,Virginia,Quantico,Uncategorized,Unknown,SACS,,,,1989,,Public
2666,2988,Mary Baldwin University,Virginia,Staunton,Masters University,1902,SACS,,,,1842,,Private
2667,2989,Marymount University,Virginia,Arlington,Masters University,3418,SACS,,,,1950,,Private
2668,2990,Mountain Empire Community College,Virginia,Big Stone Gap,Junior college,2718,SACS,,,,1972,,Public
2669,2991,National College,Virginia,Multiple,Junior college,14625,ACICS,,,,1886,,Private
2670,2992,New River Community College,Virginia,Dublin,Junior college,4419,SACS,,,,1959,,Public
2671,2993,Norfolk State University,Virginia,Norfolk,Masters University,5616,SACS,,,,1935,,Public
2672,2994,Northern Virginia Community College,Virginia,Annandale,Junior college,51487,SACS,,,,1964,,Public
2673,2995,Old Dominion University,Virginia,Norfolk,Research university,24176,SACS,,,,1930,,Public
2674,2996,Patrick & Henry Community College,Virginia,Martinsville,Junior college,2900,SACS,,,,1962,,Public
2675,2997,Paul D. Camp Community College,Virginia,Franklin,Junior college,1288,SACS,,,,1970,,Public
2676,2998,Piedmont Virginia Community College,Virginia,Charlottesville,Junior college,5445,SACS,,,,1972,,Public
2677,2999,Radford University,Virginia,Radford,Masters University,9335,SACS,,,,1910,,Public
2678,3000,Randolph-Macon College,Virginia,Ashland,Baccalaureate college,1488,SACS,,,,1830,,Private
2679,3001,Randolph College,Virginia,Lynchburg,Baccalaureate college,626,SACS,,,,1891,,Private
2680,3002,Rappahannock Community College,Virginia,"Glenns, Warsaw",Junior college,3082,SACS,,,,1969,,Public
2681,3003,Regent University,Virginia,Virginia Beach,Doctoral Universities,10456,SACS,,,,1977,,Private
2682,3004,Richard Bland College,Virginia,Petersburg,Junior college,2475,SACS,,,,1960,,Public
2683,3005,Roanoke College,Virginia,Salem,Baccalaureate college,2017,SACS,,,,1842,,Private
2684,3006,Sentara College of Health Sciences,Virginia,Chesapeake,Baccalaureate college,475,ABHES,,,,1892,,Private
2685,3007,Shenandoah University,Virginia,Winchester,Masters University,3817,SACS,,,,1875,,Private
2686,3008,Southside Virginia Community College,Virginia,"Alberta, Keysville",Junior college,5352,SACS,,,,1970,,Public
2687,3009,Southwest Virginia Community College,Virginia,Richlands,Junior college,2373,SACS,,,,1968,,Public
2688,3010,Stratford University,Virginia,"Alexandria, Falls Church, Glen Allen, Newport News, Virginia Beach, Woodbridge, Baltimore, New Delhi, Online",Masters University,2849,ACICS,,,,1976,,Private
2689,3011,Sweet Briar College,Virginia,Sweet Briar,Baccalaureate / Associates Colleges,337,SACS,,,,1901,,Private
2690,3012,Virginia Peninsula Community College,Virginia,Hampton,Junior college,7685,SACS,,,,1968,,Public
2691,3013,Virginia University of Lynchburg,Virginia,Lynchburg,Private college,1500,TRACS,,,,1886,,Private
2692,3014,Tidewater Community College,Virginia,"Chesapeake, Norfolk, Portsmouth, Virginia Beach",Junior college,20941,SACS,,,,1968,,Public
2693,3015,Union Presbyterian Seminary,Virginia,Richmond,Special focus,146,ATS,,,,1896,,Private
2694,3016,University of Management and Technology,Virginia,Arlington,Baccalaureate college,251,DETC,,,,1998,,Private
2695,3017,University of Mary Washington,Virginia,Fredericksburg,Masters university,4727,SACS,,,,1908,,Public
2696,3018,University of Richmond,Virginia,Richmond,Baccalaureate college,4002,SACS,,,,1830,,Private
2697,3019,University of the Potomac,Virginia,"Washington DC, Vienna, VA, online",Doctoral University,1652,SACS,,,,1989,,Private
2698,3020,University of Virginia,Virginia,Charlottesville,Research university,24639,SACS,,,,1819,,Public
2699,3021,University of Virginia's College at Wise,Virginia,Wise,Baccalaureate college,2065,SACS,,,,1954,,Public
2700,3022,Virginia Commonwealth University,Virginia,Richmond,Research university,31076,SACS,,,,1838,,Public
2701,3023,Virginia Highlands Community College,Virginia,Abingdon,Junior college,2387,SACS,,,,1969,,Public
2702,3024,Virginia Military Institute,Virginia,Lexington,Baccalaureate college,1685,SACS,,,,1839,,Public
2703,3025,Virginia Polytechnic Institute and State University,Virginia,Blacksburg,Research university,34850,SACS,,,,1872,,Public
2704,3026,Virginia–Maryland Regional College of Veterinary Medicine,Virginia,Blacksburg,Masters University,700,SACS,,,,1978,,Public
2705,3027,Virginia State University,Virginia,Petersburg,Masters University,4385,SACS,,,,1882,,Public
2706,3028,Virginia Union University,Virginia,Richmond,Baccalaureate college,1561,SACS,,,,1865,,Private
2707,3029,Virginia University of Science & Technology,Virginia,McLean,Masters University,Unknown,Unaccredited,,,,2016,,Private
2708,3030,Virginia Wesleyan College,Virginia,Norfolk,Baccalaureate college,1437,SACS,,,,1961,,Private
2709,3031,Virginia Western Community College,Virginia,Roanoke,Junior college,6827,SACS,,,,1966,,Public
2710,3032,Washington and Lee University,Virginia,Lexington,Baccalaureate college,2223,SACS,,,,1749,,Private
2711,3033,Wytheville Community College,Virginia,Wytheville,Junior college,2514,SACS,,,,1963,,Public
2712,3034,ACT College,Virginia,Arlington,Uncategorized,401,ABHES,,,,1983,,Private
2713,3035,Advanced Institute of Technology,Virginia,Virginia Beach,Uncategorized,1040,ACCSC,,,,1992,,Private
2714,3036,American Digital University,Virginia,Sterling,Uncategorized,Unknown,none,,,,Unknown,,Private
2715,3037,American Public University System,Virginia,Manassas,Masters University,Unknown,HLC,,,,1991,,Private
2716,3038,Appalachian College of Pharmacy,Virginia,Oakwood,Special focus,207,"SACS, ACPE",,,,2003,,Private
2717,3039,Aviation Institute of Maintenance,Virginia,Multiple,Associate's college,509,ACCSC,,,,1969,,Private
2718,3040,Bethel College,Virginia,Hampton,Uncategorized,76,none,,,,1887,,Private
2719,3041,Bon Secours Memorial College of Nursing,Virginia,Richmond,Uncategorized,300,ACICS,,,,1961,,Private
2720,3042,Boston University Metropolitan College,Virginia,Arlington,Research university,Unknown,NEASC,,,,1965,,Private
2721,3043,Bryant & Stratton College,Virginia,Multiple,Baccalaureate college,1852,MSCHE,,,,1854,,Private
2722,3044,Cambridge College,Virginia,Chesapeake,Masters University,2234,NEASC,,,,1971,,Private
2723,3045,Catholic Distance University,Virginia,Hamilton,Uncategorized,203,DETC,,,,1983,,Private
2724,3046,Catholic University of America,Virginia,Arlington,Research university,5956,MSCHE,,,,1887,,Private
2725,3047,Central Michigan University,Virginia,Multiple,Research university,21705,HLC,,,,1892,,Public
2726,3048,Central Texas College,Virginia,Fort Lee,Associate's college,16073,SACS,,,,1965,,Public
2727,3049,Centura College,Virginia,Multiple,Career College,1927,ACCSC,,,,1983,,Private
2728,3050,Chamberlain College of Nursing,Virginia,Arlington,Special focus,Unknown,HLC,,,,1889,,Private
2729,3051,Columbia College,Virginia,Fairfax,Associate's college,310,COE,,,,1999,,Private
2730,3052,DeVry University,Virginia,Multiple,Masters University,1868,HLC,,,,1931,,Private
2731,3053,Edward Via Virginia College of Osteopathic Medicine,Virginia,Blacksburg,Special focus,759,COCA,,,,2002,,Private
2732,3054,Embry-Riddle Aeronautical University,Virginia,Norfolk,Masters University,6613,SACS,,,,1926,,Private
2733,3055,Everest College,Virginia,Multiple,Associate's college,2251,ACICS,,,,2007,,Private
2734,3056,Florida Institute of Technology,Virginia,Multiple,Uncategorized,6291,SACS,,,,1958,,Private
2735,3057,Fortis College,Virginia,Multiple,Associate's college,942,ACICS,,,,2008,,Private
2736,3058,Georgetown University,Virginia,Arlington,Research university,19204,MSCHE,,,,1789,,Private
2737,3059,Global Health College,Virginia,Alexandria,Associate's college,276,none,,,,2004,,Private
2738,3060,"HyperLearning Technologies, Inc.",Virginia,Virginia Beach,Uncategorized,Unknown,none,,,,1995,,Private
2739,3061,Washington University of Science and Technology,Virginia,Vienna,Unknown,4221,ACCSC,,,,2008,,Private
2740,3062,International College of Washington,Virginia,Annandale,Uncategorized,Unknown,none,,,,1966,,Private
2741,3063,Johns Hopkins University,Virginia,Arlington,Research university,26152,MSCHE,,,,1876,,Private
2742,3064,Kaplan College,Virginia,Chesapeake,Associate's college,574,ACICS,,,,1938,,Private
2743,3065,Kings Park University School of Acupuncture and Oriental Medicine,Virginia,Cedar Bluff,Uncategorized,Unknown,none,,,,Unknown,,Private
2744,3066,Life Pacific College,Virginia,Christiansburg,Special focus,619,WASC-ACCJC,,,,1923,,Private
2745,3067,Lindsey Wilson College School of Professional Counseling,Virginia,Richlands,Uncategorized,Unknown,SACS,,,,1903,,Private
