,index,Institution,State,Location,Type,Enrollment,Accreditation,Public/Private,Endowment,Athletics,Founded,Closed,Control
1229,1415,Clark,Massachusetts,,,,,,,,,,
1230,1416,Stonehill,Massachusetts,,,,,,,,,,
1231,1417,Emerson,Massachusetts,,,,,,,,,,
1232,1418,Simmons,Massachusetts,,,,,,,,,,
1233,1419,WIT,Massachusetts,,,,,,,,,,
1234,1420,Suffolk,Massachusetts,,,,,,,,,,
1235,1421,Berklee,Massachusetts,,,,,,,,,,
1236,1422,Wheaton,Massachusetts,,,,,,,,,,
1237,1423,Assumption,Massachusetts,,,,,,,,,,
1238,1424,Hampshire,Massachusetts,,,,,,,,,,
1239,1426,Central Michigan University,Michigan,Mount Pleasant,Doctoral university with high research activity,15424.0,"HLC, ADA, APTA, APA, ASHA, LCME, NASAD, NASM, TCATE",,,,1892,,Public
1240,1427,Eastern Michigan University,Michigan,Ypsilanti,Doctoral university with high research activity,15340.0,"HLC, ADA, AOTA, APA, ASHA, CCNE, NASM, NASAD, TCATE",,,,1849,,Public
1241,1428,Michigan State University,Michigan,East Lansing,Doctoral university with very high research activity,49659.0,"HLC, AALE, ABA, AAMFT, ADA, AOA, APA, ASHA, AVMA, CCNE, CELPA, AANA, LCME, NASM, TCATE",,,,1855,,Public
1242,1429,Michigan Technological University,Michigan,Houghton,Doctoral university with high research activity,7008.0,"HLC, TCATE",,,,1885,,Public
1243,1430,Oakland University,Michigan,Rochester Hills,Doctoral university with high research activity,17170.0,"HLC, APTA, CCNE, AANA, NASD, NASM, NAST, TCATE",,,,1957,,Public
1244,1431,University of Michigan,Michigan,Ann Arbor,Doctoral university with very high research activity,50278.0,"HLC, MEAC, ACPE, ABA, ADA, ADA, APA, CAHME, CCNE, CEPH, LCME, NASAD, NASD, NASM, TCATE",,,,1817,,Public
1245,1432,Wayne State University,Michigan,Detroit,Doctoral university with very high research activity,24919.0,"HLC, MEAC, ACPE, ABA, ABFSE, ADA, AOTA, APTA, APA, ASHA, CCNE, AANA, CEPH, JRCERT, LCME, NASD, NASM, NAST, ABET",,,,1868,,Public
1246,1433,Western Michigan University,Michigan,Kalamazoo,Doctoral university with high research activity,18266.0,"HLC, ADA, AOTA, APA, ASHA, CCNE, CELPA, NASAD, NASD, NASM, NAST, TCATE",,,,1903,,Public
1247,1434,Andrews University,Michigan,Berrien Springs,Doctoral/Professional university,2927.0,"HLC, ADA, APTA, ATS, NASM, TCATE, NLNAC",,,,1874,,Private not-for-profit
1248,1435,Ferris State University,Michigan,Big Rapids,Doctoral/Professional university,10361.0,"HLC, ACPE, ADA, AOA, JRCERT, NLNAC",,,,1884,,Public
1249,1436,Grand Valley State University,Michigan,Allendale,Doctoral/Professional university,22406.0,"HLC, APTA, CCNE, NASAD, NASM, TCATE",,,,1960,,Public
1250,1437,University of Detroit Mercy,Michigan,Detroit,Doctoral/Professional university,5227.0,"HLC, APA, CCNE, AANA",,,,1877,,Private not-for-profit
1251,1438,University of Michigan–Flint,Michigan,Flint,Doctoral/Professional university,6418.0,"HLC, APTA, CCNE, AANA, JRCERT, NASM",,,,1956,,Public
1252,1439,Baker College,Michigan,Flint,Master's university,4969.0,HLC,,,,1911,,Private not-for-profit
1253,1440,Calvin University,Michigan,Grand Rapids,Master's university,3257.0,"HLC, CCNE, NASM",,,,1876,,Private not-for-profit
1254,1441,Cornerstone University,Michigan,Grand Rapids,Master's university,1930.0,"HLC, ATS, NASM",,,,1941,,Private not-for-profit
1255,1442,Davenport University,Michigan,Grand Rapids,Master's university,5384.0,"HLC, NLNAC",,,,1866,,Private not-for-profit
1256,1443,Kettering University,Michigan,Flint,Master's university,1858.0,HLC,,,,1919,,Private not-for-profit
1257,1444,Lawrence Technological University,Michigan,Southfield,Master's university,2955.0,"HLC, NASAD",,,,1932,,Private not-for-profit
1258,1445,Madonna University,Michigan,Livonia,Master's university,2444.0,"HLC, ADA, ABA, CCNE, TCATE, NLNAC",,,,1937,,Private not-for-profit
1259,1446,Northern Michigan University,Michigan,Marquette,Master's university,7214.0,"HLC, CCNE, JRCERT, NASM, TCATE",,,,1899,,Public
1260,1447,Saginaw Valley State University,Michigan,University Center,Master's university,7523.0,"HLC, AOTA, CCNE, NASM, TCATE",,,,1963,,Public
1261,1448,Siena Heights University,Michigan,Adrian,Master's university,1966.0,"HLC, NASAD",,,,1919,,Private not-for-profit
1262,1449,Spring Arbor University,Michigan,Spring Arbor,Master's university,2685.0,"HLC, CCNE, TCATE",,,,1873,,Private not-for-profit
1263,1450,University of Michigan–Dearborn,Michigan,Dearborn,Master's university,8331.0,"HLC, TCATE",,,,1959,,Public
1264,1451,Concordia University Ann Arbor,Michigan,Ann Arbor,Master's university,1135.0,"HLC, TCATE",,,,1963,,Private not-for-profit
1265,1452,Adrian College,Michigan,Adrian,Baccalaureate College: Diverse Fields.,1871.0,HLC,,,,1859,,Private not-for-profit
1266,1453,Albion College,Michigan,Albion,Baccalaureate College: Arts & Sciences,1523.0,"HLC, NASM, TCATE",,,,1835,,Private not-for-profit
1267,1454,Alma College,Michigan,Alma,Baccalaureate College: Diverse Fields,1353.0,"HLC, NASM",,,,1886,,Private not-for-profit
1268,1455,Aquinas College,Michigan,Grand Rapids,Baccalaureate College: Arts & Sciences,1362.0,HLC,,,,1886,,Private not-for-profit
1269,1456,Finlandia University,Michigan,Hancock,Baccalaureate College: Diverse Fields,424.0,"HLC, APTA, CCNE",,,,1896,,Private not-for-profit
1270,1457,Grace Christian University,Michigan,Wyoming,Baccalaureate College: Diverse Fields,1104.0,"HLC, ABHE",,,,1939,,Private not-for-profit
1271,1458,Great Lakes Christian College,Michigan,Lansing,Baccalaureate College: Diverse Fields,165.0,"HLC, ABHE",,,,1949,,Private not-for-profit
1272,1459,Hillsdale College,Michigan,Hillsdale,Baccalaureate College: Arts & Sciences,1602.0,,,,,1844,,Private not-for-profit
1273,1460,Hope College,Michigan,Holland,Baccalaureate College: Arts & Sciences,3132.0,"HLC, CCNE, NASAD, NASD, NASM, NAST, TCATE, ABET",,,,1866,,Private not-for-profit
1274,1461,Kalamazoo College,Michigan,Kalamazoo,Baccalaureate College: Arts & Sciences,1241.0,HLC,,,,1833,,Private not-for-profit
1275,1462,Kuyper College,Michigan,Grand Rapids,Baccalaureate College: Diverse Fields,127.0,"HLC, ABHE",,,,1939,,Private not-for-profit
1276,1463,Lake Superior State University,Michigan,Sault Ste. Marie,Baccalaureate College: Diverse Fields,1812.0,"HLC, NLNAC",,,,1946,,Public
1277,1464,Olivet College,Michigan,Olivet,Baccalaureate College: Diverse Fields,885.0,HLC,,,,1844,,Private not-for-profit
1278,1465,Rochester University,Michigan,Rochester Hills,Baccalaureate College: Diverse Fields,1114.0,"HLC, CCNE",,,,1959,,Private not-for-profit
1279,1466,Alpena Community College,Michigan,Alpena,Baccalaureate/Associate's College,1487,HLC,,,,1952,,Public
1280,1467,Henry Ford College,Michigan,Dearborn,Baccalaureate/Associate's College,11379,"HLC, APTA, JRCERT, NLNAC",,,,1938,,Public
1281,1468,Jackson College,Michigan,Jackson,Baccalaureate/Associate's College,4103,"HLC, JRCERT",,,,1928,,Public
1282,1469,Lake Michigan College,Michigan,Benton Harbor,Baccalaureate/Associate's College,2729,"HLC, ADA, AOTA, JRCERT, NLNAC",,,,1946,,Public
1283,1470,Northwestern Michigan College,Michigan,Traverse City,Baccalaureate/Associate's College,3296,"HLC, ADA",,,,1951,,Public
1284,1471,Schoolcraft College,Michigan,Livonia,Baccalaureate/Associate's College,8330,HLC,,,,1964,,Public
1285,1472,Bay de Noc Community College,Michigan,Escanaba,Associate's college,1958,"HLC, NLNAC",,,,1962,,Public
1286,1473,Delta College,Michigan,University Center,Associate's college,7054,"HLC, ADA, APTA, JRCERT, NLNAC",,,,1961,,Public
1287,1474,Glen Oaks Community College,Michigan,Centreville,Associate's college,1068,HLC,,,,1965,,Public
1288,1475,Gogebic Community College,Michigan,Ironwood,Associate's college,857,HLC,,,,1932,,Public
1289,1476,Grand Rapids Community College,Michigan,Grand Rapids,Associate's college,12642,"HLC, ADA, AOTA, JRCERT, NASAD, NASM, NLNAC",,,,1914,,Public
1290,1477,Kalamazoo Valley Community College,Michigan,Kalamazoo,Associate's college,6966,"HLC, ADA",,,,1966,,Public
1291,1478,Kellogg Community College,Michigan,Battle Creek,Associate's college,3453,"HLC, ADA, APTA, JRCERT",,,,1956,,Public
1292,1479,Kirtland Community College,Michigan,Roscommon,Associate's college,1458,HLC,,,,1966,,Public
1293,1480,Lansing Community College,Michigan,Lansing,Associate's college,10303,"HLC, ADA, CMTA, JRCERT, NLNAC",,,,1957,,Public
1294,1481,Macomb Community College,Michigan,Warren,Associate's college,16762,"HLC, AOTA, JRCERT",,,,1954,,Public
1295,1482,Mid Michigan College,Michigan,Harrison,Associate's college,3297,"HLC, APTA, JRCERT",,,,1965,,Public
1296,1483,Monroe County Community College,Michigan,Monroe,Associate's college,2475,"HLC, NLNAC",,,,1964,,Public
1297,1484,Montcalm Community College,Michigan,Sidney Township,Associate's college,1507,HLC,,,,1965,,Public
1298,1485,Mott Community College,Michigan,Flint,Associate's college,6245,"HLC, ADA, NLNAC",,,,1923,,Public
1299,1486,Muskegon Community College,Michigan,Muskegon,Associate's college,3699,"HLC, NLNAC",,,,1926,,Public
1300,1487,North Central Michigan College,Michigan,Petoskey,Associate's college,1645,HLC,,,,1958,,Public
1301,1488,Oakland Community College,Michigan,Bloomfield Hills,Associate's college,13963,HLC,,,,1964,,Public
1302,1489,Southwestern Michigan College,Michigan,Dowagiac,Associate's college,1756,HLC,,,,1964,,Public
1303,1490,St. Clair County Community College,Michigan,Port Huron,Associate's college,3231,"HLC, NLNAC",,,,1923,,Public
1304,1491,Washtenaw Community College,Michigan,Ann Arbor,Associate's college,10884,"HLC, ADA, APTA, JRCERT, NLNAC",,,,1966,,Public
1305,1492,Wayne County Community College District,Michigan,Detroit,Associate's college,12749,"HLC, ADA, ADA",,,,1967,,Public
1306,1493,West Shore Community College,Michigan,Scottville,Associate's college,1004,HLC,,,,1967,,Public
1307,1494,Calvin Theological Seminary,Michigan,Grand Rapids,Special-focus institution,249.0,ATS,,,,1876,,Private not-for-profit
1308,1495,Cleary University,Michigan,Howell,Special-focus institution,751.0,HLC,,,,1883,,Private not-for-profit
1309,1496,College for Creative Studies,Michigan,Detroit,Special-focus institution,1620.0,"HLC, NASAD",,,,1906,,Private not-for-profit
1310,1497,Cranbrook Academy of Art,Michigan,Bloomfield Hills,Special-focus institution,129.0,"HLC, NASAD",,,,1932,,Private not-for-profit
1311,1498,Ecumenical Theological Seminary,Michigan,Detroit,Special-focus institution,43.0,ATS,,,,1980,,Private not-for-profit
1312,1499,Michigan School of Psychology,Michigan,Farmington Hills,Special-focus institution,203.0,HLC,,,,1980,,Private not-for-profit
1313,1500,Moody Theological Seminary–Michigan,Michigan,Plymouth,Special-focus institution,,None,,,,1925,,Private not-for-profit
1314,1501,Northwood University,Michigan,Midland,Special-focus institution,2422.0,HLC,,,,1959,,Private not-for-profit
1315,1502,Sacred Heart Major Seminary,Michigan,Detroit,Special-focus institution,300.0,"HLC, ATS",,,,1919,,Private not-for-profit
1316,1503,The Art Institute of Michigan,Michigan,Novi,Special-focus institution,,HLC,,,,1916,,Private for-profit
1317,1504,Walsh College of Accountancy and Business,Michigan,Troy,Special-focus institution,1492.0,HLC,,,,1922,,Private not-for-profit
1318,1505,Western Michigan University Cooley Law School,Michigan,Lansing,Special-focus institution,691.0,"HLC, ABA",,,,1972,,Private not-for-profit
1319,1506,Western Theological Seminary,Michigan,Holland,Special-focus institution,377.0,ATS,,,,1866,,Private not-for-profit
1320,1507,Yeshiva Gedolah of Greater Detroit,Michigan,Oak Park,Special-focus institution,58.0,AARTS,,,,1985,,Private not-for-profit
1321,1508,Bay Mills Community College,Michigan,Brimley,Tribal college,502,HLC,,,,1984,,Public
1322,1509,Keweenaw Bay Ojibwa Community College,Michigan,Baraga,Tribal college,79,HLC,,,,2009,,Public
1323,1510,Saginaw Chippewa Tribal College,Michigan,Mount Pleasant,Tribal college,131,HLC,,,,1998,,Public
1324,1511,American Medical Missionary College,Michigan,Battle Creek,,,,,,,1895,1910,Private not-for-profit
1325,1512,Detroit Institute of Technology,Michigan,Detroit,,,,,,,1891,1982,Private not-for-profit
1326,1513,DeVry University–Michigan,Michigan,Southfield,,,,,,,1931,2015,Private for-profit
1327,1514,Duns Scotus College,Michigan,Southfield,,,,,,,1930,1979,Private not-for-profit
1328,1515,Grand Rapids Theological Seminary,Michigan,Grand Rapids,,,,,,,1948,Merged into Cornerstone University,Private not-for-profit
1329,1516,Grand Traverse College,Michigan,Benzonia,,,,,,,1891,1900,Private not-for-profit
1330,1517,Highland Park Community College,Michigan,Highland Park,,,,,,,1918,1996,Public
1331,1518,International Academy of Design and Technology,Michigan,Troy,,,,,,,1977,2016,Private for-profit
1332,1519,ITT Technical Institute–Canton,Michigan,Canton,,,,,,,1969,2016,Private for-profit
1333,1520,ITT Technical Institute–Swartz Creek,Michigan,Swartz Creek,,,,,,,1969,2016,Private for-profit
1334,1521,ITT Technical Institute–Troy,Michigan,Troy,,,,,,,1969,2016,Private for-profit
1335,1522,ITT Technical Institute–Wyoming,Michigan,Wyoming,,,,,,,1969,2016,Private for-profit
1336,1523,Jordan College,Michigan,Various,,,,,,,1967,1996,Private not-for-profit
1337,1524,Mackinac College,Michigan,Mackinac Island,,,,,,,1966,1973,Private not-for-profit
1338,1525,Maryglade College,Michigan,Memphis,,,,,,,1960,1974,Private not-for-profit
1339,1526,Marygrove College,Michigan,Detroit,,,,,,,1905,2019,Private not-for-profit
1340,1527,Michigan Jewish Institute,Michigan,West Bloomfield Township,,,,,,,1994,2016,Private not-for-profit
1341,1528,Nazareth College,Michigan,Kalamazoo,,,,,,,1889,1992,Private not-for-profit
1342,1529,Robert B. Miller College,Michigan,Battle Creek,,,,,,,2004,2016,Private not-for-profit
1343,1530,Saint Mary's College,Michigan,Orchard Lake Village,,,,,,,1905,2003Merged into Madonna University,Private not-for-profit
1344,1531,William Tyndale College,Michigan,Farmington Hills,,,,,,,1945,2004,Private not-for-profit
1345,1567,Alexandria Technical and Community College,Minnesota,Alexandria,Associate's college,2707,HLC,,,,1961,,Public
1346,1568,Anoka Technical College,Minnesota,Anoka,Associate's college,2580,"AOTA, NLNAC",,,,1967,,Public
1347,1569,Anoka-Ramsey Community College,Minnesota,"Coon Rapids, Cambridge",Associate's college,9419,HLC,,,,1965,,Public
1348,1570,Bemidji State University,Minnesota,Bemidji,Master's university,5354,"HLC, CCNE, NASM",,,,1919,,Public
1349,1571,Central Lakes College,Minnesota,"Brainerd, Staples",Associate's college,4447,"HLC, ADA",,,,1938,,Public
1350,1572,Century College,Minnesota,White Bear Lake,Associate's college,10918,"HLC, ADA, JRCERT",,,,1967,,Public
1351,1573,Dakota County Technical College,Minnesota,Rosemount,Associate's college,3673,"HLC, ADA",,,,1970,,Public
1352,1574,Fond du Lac Tribal and Community College,Minnesota,Cloquet,Tribal college,2339,"The Higher Learning Commission, HLC",,,,1987,,Public
1353,1575,Hennepin Technical College,Minnesota,"Brooklyn Park, Eden Prairie",Associate's college,6728,HLC,,,,1972,,Public
1354,1576,Hibbing Community College,Minnesota,Hibbing,Associate's college,1645,"HLC, ADA",,,,1916,,Public
1355,1577,Inver Hills Community College,Minnesota,Inver Grove Heights,Associate's college,6374,"HLC, NLNAC",,,,1970,,Public
1356,1578,Itasca Community College,Minnesota,Grand Rapids,Associate's college,1304,HLC,,,,1922,,Public
1357,1579,Lake Superior College,Minnesota,Duluth,Associate's college,5186,"HLC, ADA, APTA, JRCERT",,,,1995,,Public
1358,1580,Leech Lake Tribal College,Minnesota,Cass Lake,Tribal college,250,None,,,,1990,,Public
1359,1581,Mesabi Range College,Minnesota,"Virginia, Eveleth",Associate's college,1738,HLC,,,,1996,,Public
1360,1582,Metropolitan State University,Minnesota,"St. Paul, Minneapolis",Master's university,7787,"HLC, CCNE",,,,1971,,Public
1361,1583,Minneapolis Community and Technical College,Minnesota,Minneapolis,Associate's college,10545,"HLC, ADA, NLNAC",,,,1996,,Public
1362,1584,Minnesota State College Southeast,Minnesota,"Winona, Red Wing",Associate's college,2626,HLC,,,,1949,,Public
1363,1585,Minnesota State Community and Technical College,Minnesota,"Fergus Falls, Detroit Lakes, Moorhead, Wadena",Associate's college,6981,HLC,,,,1960,,Public
1364,1586,"Minnesota State University, Mankato",Minnesota,Mankato,Master's university,15435,"HLC, ADA, ADA, ASHA, CCNE, NASAD, NASM, NCATE, NLNAC",,,,1868,,Public
1365,1587,Minnesota State University Moorhead,Minnesota,Moorhead,Master's university,7536,"HLC, ASHA, CCNE, NASAD, NASM, NCATE",,,,1885,,Public
1366,1588,Minnesota West Community and Technical College,Minnesota,"Granite Falls, Canby, Jackson, Pipestone, Worthington",Associate's college,3465,HLC,,,,1967,,Public
1367,1589,Normandale Community College,Minnesota,Bloomington,Associate's college,10169,"HLC, ADA, ADA, NASAD, NASM, NAST, CCNE",,,,1968,,Public
1368,1590,North Hennepin Community College,Minnesota,Brooklyn Park,Associate's college,7505,"HLC, NLNAC",,,,1966,,Public
1369,1591,Northland Community & Technical College,Minnesota,"Thief River Falls, East Grand Forks",Associate's college,4135,"HLC, NLNAC",,,,1949,,Public
1370,1592,Northwest Technical College,Minnesota,Bemidji,Associate's college,1424,"HLC, ADA",,,,1965,,Public
